customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
2262,67,Male,Single,3,College,Self-employed,Medium,Suburban,TX,UK,Close,11,2078.811064,Purchase,Rare,High,Website,High,No,45094.41156,17039.38455,62529.18606,16915.89537,None,Good,Conservative,468,Neutral,Education Funding,Medium,Moderate,Sports,2,5,Yes,0.626607292,4.550949002,1.68173495,Active,Rare,High,Marriage,Buying a House,Neutral,SMS,No,Medium Risk,Warning
2263,32,Male,Divorced,5,College,Unemployed,High,Rural,IL,UK,Close,29,8975.431225,Deposit,Rare,Medium,Mobile App,Low,No,12360.25897,15957.48074,49960.9012,1133.411007,None,Poor,Conservative,638,Negative,Wealth Accumulation,Low,Spender,Music,3,0,Yes,0.947961291,2.377359448,3.963946979,Low,Rare,High,Retirement,Buying a House,Negative,Mail,No,Medium Risk,High Risk
2264,28,Male,Divorced,1,Master,Self-employed,Low,Rural,FL,USA,Moderate,28,7387.065167,Transfer,Occasional,Low,Branch,High,Yes,27784.03106,4893.70906,29288.27207,17935.00521,Car Loan,Good,Conservative,582,Positive,Wealth Accumulation,Low,Moderate,Reading,2,1,No,0.34276268,3.783853235,1.36610402,Moderate,Occasional,Low,None,None,Neutral,SMS,Yes,Low Risk,High Risk
2265,32,Male,Widowed,5,College,Unemployed,Medium,Rural,CA,USA,Moderate,14,2912.275649,Withdrawal,Frequent,Low,Branch,High,No,30669.9732,16542.58444,91616.02786,2808.092347,Mortgage,Average,Conservative,301,Positive,Wealth Accumulation,High,Conservative,Sports,1,2,Yes,0.106840806,0.662794621,3.39388474,Moderate,Rare,Low,Retirement,Starting a Business,Negative,Phone,No,Medium Risk,High Risk
2266,50,Male,Married,2,Bachelor,Student,Low,Suburban,CA,Australia,Far,8,5435.676042,Transfer,Frequent,Low,Website,Low,Yes,44921.47087,13578.76543,67679.71703,19283.2661,Mortgage,Average,Moderate,675,Positive,Retirement Planning,High,Conservative,Travel,2,1,No,0.597379423,3.661652885,2.580653352,Moderate,Frequent,Low,None,None,Negative,SMS,No,Medium Risk,Warning
2267,60,Female,Widowed,1,Master,Employed,Low,Rural,CA,Canada,Close,27,9634.82039,Deposit,Frequent,Medium,Branch,Medium,Yes,48717.95089,15964.8455,60335.49953,11114.57344,Personal Loan,Poor,Moderate,680,Positive,Wealth Accumulation,Low,Spender,Travel,2,1,No,0.153241607,4.300387084,4.747389205,Moderate,Rare,Low,Marriage,Starting a Business,Negative,Mail,No,High Risk,Warning
2268,30,Male,Married,2,College,Self-employed,Low,Urban,FL,Australia,Close,24,2530.069562,Withdrawal,Frequent,Medium,Branch,Low,Yes,15286.54194,18268.82609,5634.33436,7087.90247,Car Loan,Poor,Moderate,319,Positive,Education Funding,Low,Moderate,Reading,3,7,Yes,0.315961796,3.382914791,0.901798001,Active,Frequent,High,Marriage,Buying a House,Negative,SMS,Yes,Low Risk,Stable
2269,23,Female,Married,2,High School,Employed,High,Rural,CA,Canada,Far,14,9479.106348,Transfer,Occasional,Low,Website,Medium,No,23927.97263,7543.679343,72582.77072,15687.08347,Mortgage,Average,Aggressive,360,Neutral,Wealth Accumulation,Low,Conservative,Music,2,2,Yes,0.291069807,3.89603581,2.662160375,Active,Frequent,Low,Retirement,Buying a House,Negative,Mail,Yes,High Risk,High Risk
2270,53,Female,Married,3,Bachelor,Unemployed,Medium,Urban,FL,Australia,Far,9,6865.277317,Purchase,Occasional,High,Branch,Low,Yes,28970.28832,16074.05319,87713.03093,11342.16149,None,Poor,Moderate,454,Negative,Education Funding,Medium,Moderate,Cooking,2,6,No,0.5775865,2.700865218,0.050132073,Low,Frequent,Medium,Birth of a Child,Starting a Business,Negative,Mail,No,Low Risk,High Risk
2271,57,Female,Single,4,High School,Employed,Low,Urban,FL,Canada,Far,11,5454.282805,Deposit,Occasional,Medium,Website,Medium,Yes,46885.72684,14256.62731,14390.41946,12236.76386,None,Good,Moderate,780,Negative,Wealth Accumulation,Medium,Conservative,Travel,4,8,Yes,0.114660489,3.807256884,1.59304687,Active,Frequent,High,Marriage,None,Neutral,Mail,No,High Risk,Stable
2272,65,Male,Single,3,Bachelor,Student,Medium,Rural,IL,UK,Far,11,9833.756156,Deposit,Occasional,High,Website,High,Yes,40940.7712,11596.78366,22874.50923,1892.426605,Personal Loan,Poor,Moderate,544,Neutral,Wealth Accumulation,Low,Spender,Cooking,2,6,No,0.647844864,4.569231146,2.019772922,Low,Rare,Medium,Retirement,Buying a House,Positive,Phone,No,High Risk,Stable
2273,23,Female,Divorced,3,High School,Student,High,Urban,NY,UK,Close,20,3403.717728,Deposit,Frequent,High,Branch,Medium,Yes,33391.32638,18786.80002,9871.72442,565.520936,None,Average,Conservative,772,Positive,Education Funding,Low,Conservative,Cooking,3,7,No,0.094550457,2.623600322,1.349208003,Active,Occasional,Medium,Retirement,Starting a Business,Positive,Phone,Yes,Medium Risk,Stable
2274,57,Female,Married,3,College,Employed,Low,Urban,NY,Australia,Far,21,2854.488756,Deposit,Rare,Medium,Mobile App,Medium,Yes,23515.79248,13264.3802,62084.75246,1031.599396,Car Loan,Good,Aggressive,520,Neutral,Retirement Planning,High,Moderate,Reading,2,9,Yes,0.980201552,3.76021395,2.244902931,Moderate,Frequent,Medium,Marriage,None,Neutral,Mail,Yes,High Risk,Warning
2275,38,Female,Married,1,High School,Employed,Low,Urban,IL,Australia,Close,16,3461.973423,Purchase,Frequent,Medium,Mobile App,High,No,47309.57777,11731.63148,20286.37353,1503.378365,Car Loan,Poor,Aggressive,768,Negative,Wealth Accumulation,High,Conservative,Music,2,3,Yes,0.803675528,4.903934632,0.300764372,Low,Frequent,Medium,Marriage,None,Positive,Email,No,Medium Risk,Stable
2276,25,Female,Married,4,High School,Student,Low,Rural,IL,Australia,Close,12,7533.498179,Withdrawal,Frequent,Medium,Website,Low,Yes,9387.60964,11642.5552,89297.55951,8086.266124,Mortgage,Good,Conservative,362,Positive,Retirement Planning,Low,Conservative,Travel,4,7,No,0.731141289,0.046650607,2.703734185,Moderate,Frequent,Medium,Marriage,None,Neutral,Phone,Yes,Low Risk,Warning
2277,53,Male,Single,4,Bachelor,Self-employed,Medium,Rural,IL,USA,Close,7,3436.364819,Purchase,Occasional,Medium,Website,Medium,No,4380.446605,12033.69615,15395.09882,1033.132416,Car Loan,Good,Aggressive,735,Negative,Retirement Planning,High,Moderate,Cooking,1,3,Yes,0.498313656,3.19214116,4.529629349,Low,Rare,High,None,Starting a Business,Positive,SMS,No,Low Risk,High Risk
2278,37,Female,Divorced,1,College,Self-employed,Medium,Urban,CA,Canada,Far,3,1117.34733,Purchase,Occasional,High,Website,Low,Yes,7450.222439,17933.42439,95450.58666,17210.70051,Car Loan,Good,Aggressive,418,Positive,Education Funding,Low,Moderate,Cooking,4,5,Yes,0.72036192,2.574954138,2.4805108,Low,Rare,Low,Birth of a Child,Buying a House,Positive,Phone,No,Medium Risk,Stable
2279,32,Female,Single,3,Bachelor,Student,Low,Suburban,TX,Australia,Far,12,6478.689755,Transfer,Frequent,Low,Mobile App,Medium,Yes,3382.623204,5699.598379,3605.896572,16422.69226,Car Loan,Average,Moderate,344,Negative,Retirement Planning,Low,Spender,Reading,2,0,Yes,0.391193902,1.815680787,1.690251884,Active,Rare,High,None,None,Neutral,Email,No,High Risk,Stable
2280,60,Female,Widowed,3,College,Student,Medium,Urban,IL,USA,Far,6,2307.537642,Transfer,Frequent,Low,Branch,High,No,17594.67523,14144.12864,11923.4147,19141.24834,None,Average,Conservative,644,Positive,Education Funding,High,Spender,Travel,4,6,No,0.309713865,4.427382616,4.87517122,Active,Occasional,High,Retirement,None,Positive,Phone,No,Medium Risk,High Risk
2281,42,Female,Widowed,2,PhD,Self-employed,Medium,Rural,FL,Australia,Far,19,141.2143962,Transfer,Rare,Low,Website,Low,Yes,31926.91388,4117.097232,95075.10809,6063.243179,Car Loan,Good,Aggressive,723,Neutral,Retirement Planning,High,Moderate,Sports,3,3,No,0.327342994,3.809424198,3.544389751,Active,Frequent,Medium,Retirement,Starting a Business,Positive,Phone,No,Medium Risk,High Risk
2282,38,Male,Widowed,2,Master,Employed,Low,Urban,NY,USA,Moderate,4,2071.658624,Transfer,Occasional,High,Branch,Medium,Yes,41292.10683,5332.667919,57733.36491,6192.196873,Personal Loan,Good,Conservative,358,Positive,Retirement Planning,High,Moderate,Sports,1,7,Yes,0.94500037,1.909854391,1.440415573,Low,Occasional,High,None,Buying a House,Negative,Phone,No,High Risk,High Risk
2283,64,Female,Divorced,5,Master,Employed,Low,Urban,CA,Australia,Far,10,8209.539747,Transfer,Rare,Medium,Mobile App,Medium,Yes,14718.12902,13097.02772,99127.54818,11160.57017,Mortgage,Good,Moderate,395,Positive,Retirement Planning,High,Conservative,Music,3,0,Yes,0.839449534,2.147323063,1.581494132,Moderate,Occasional,Low,None,Starting a Business,Negative,SMS,Yes,High Risk,Stable
2284,30,Female,Widowed,2,Bachelor,Unemployed,Low,Rural,TX,UK,Moderate,8,9408.456245,Purchase,Frequent,High,Branch,Low,Yes,6543.690753,10348.92377,38526.55484,14735.68918,None,Poor,Conservative,409,Negative,Wealth Accumulation,Medium,Conservative,Music,2,3,Yes,0.359913901,2.597863745,4.725644501,Moderate,Rare,Low,Marriage,None,Positive,Email,No,Medium Risk,High Risk
2285,20,Female,Divorced,4,College,Self-employed,High,Rural,NY,USA,Far,10,6653.332694,Deposit,Occasional,Low,Website,Low,Yes,44040.92641,18106.78494,81556.97304,8996.079607,None,Poor,Moderate,585,Neutral,Education Funding,High,Conservative,Travel,4,5,Yes,0.542003827,2.266211788,4.05413279,Low,Rare,Low,Retirement,None,Negative,SMS,No,High Risk,High Risk
2286,43,Female,Single,1,High School,Student,Low,Suburban,NY,UK,Moderate,16,3173.848862,Purchase,Frequent,Low,Website,High,Yes,21108.52564,13215.81526,93690.45621,14061.83012,Car Loan,Average,Moderate,404,Positive,Education Funding,Low,Spender,Cooking,2,6,No,0.116217694,0.036278667,2.380478681,Moderate,Occasional,High,Birth of a Child,Starting a Business,Neutral,Phone,No,Low Risk,Stable
2287,26,Female,Single,3,Master,Unemployed,Low,Urban,NY,USA,Far,11,4421.323734,Withdrawal,Occasional,Medium,Website,High,No,25428.72598,8096.968358,80881.31614,7648.545778,None,Average,Conservative,668,Positive,Education Funding,Medium,Conservative,Travel,4,4,Yes,0.795875648,2.217444457,2.502663449,Low,Occasional,High,Retirement,Buying a House,Negative,SMS,No,Medium Risk,Warning
2288,44,Female,Divorced,5,Bachelor,Employed,Low,Urban,FL,Canada,Far,4,2026.032535,Transfer,Rare,High,Website,Low,Yes,10477.58046,2697.241401,30670.61352,12238.05877,Personal Loan,Poor,Moderate,530,Negative,Education Funding,Medium,Moderate,Cooking,2,0,Yes,0.151530641,0.872730891,1.378670009,Low,Occasional,Low,Retirement,Buying a House,Neutral,Phone,No,High Risk,High Risk
2289,40,Male,Single,2,Bachelor,Self-employed,Low,Urban,FL,Canada,Close,27,8819.701442,Withdrawal,Rare,Low,Branch,High,Yes,1903.167508,1669.499645,24635.63417,1866.793346,None,Poor,Aggressive,305,Positive,Wealth Accumulation,High,Spender,Music,3,0,No,0.431719666,1.367383449,3.323616781,Moderate,Frequent,Low,Retirement,None,Positive,Email,No,High Risk,Stable
2290,34,Female,Single,5,Bachelor,Unemployed,Low,Suburban,FL,USA,Moderate,28,6689.257472,Deposit,Occasional,Medium,Website,Medium,Yes,25704.72553,9940.409064,31995.85395,2170.213895,Mortgage,Average,Aggressive,422,Neutral,Retirement Planning,High,Conservative,Reading,1,2,Yes,0.803804388,4.987377352,4.435280463,Active,Rare,High,Birth of a Child,Starting a Business,Positive,Email,Yes,Medium Risk,Stable
2291,20,Male,Divorced,1,College,Employed,Low,Suburban,TX,Australia,Far,13,935.684714,Transfer,Rare,Low,Mobile App,High,Yes,17920.68171,11528.55307,85327.84188,1602.050285,None,Poor,Aggressive,321,Neutral,Education Funding,Medium,Spender,Travel,3,0,No,0.715178212,1.562569654,3.151497667,Active,Frequent,High,None,None,Neutral,Mail,No,Low Risk,Warning
2292,31,Male,Widowed,1,Bachelor,Student,Low,Urban,NY,USA,Moderate,28,3732.643468,Deposit,Rare,Medium,Mobile App,Low,Yes,22524.82282,9663.432461,20818.64425,2140.558808,Personal Loan,Good,Moderate,452,Positive,Education Funding,High,Conservative,Sports,1,1,Yes,0.359949025,0.234187159,2.336003712,Low,Frequent,Low,Marriage,None,Negative,Mail,No,Medium Risk,Stable
2293,26,Female,Divorced,5,PhD,Employed,Low,Rural,IL,Canada,Close,20,5426.423708,Transfer,Frequent,High,Branch,Medium,No,9616.37471,8669.45278,13505.05533,504.7521162,Mortgage,Good,Moderate,504,Neutral,Education Funding,Low,Conservative,Cooking,2,8,Yes,0.073988573,0.880147568,1.814311787,Moderate,Occasional,High,Marriage,Buying a House,Neutral,Phone,No,Low Risk,Warning
2294,34,Male,Married,5,High School,Employed,High,Urban,TX,Canada,Moderate,23,7993.567802,Purchase,Occasional,Medium,Website,High,Yes,9283.515279,10895.20102,53442.48091,8966.84949,Mortgage,Poor,Conservative,323,Positive,Retirement Planning,Medium,Spender,Music,1,4,Yes,0.204248707,4.290925027,4.716834001,Low,Frequent,Low,Retirement,Buying a House,Positive,Phone,No,Medium Risk,Stable
2295,40,Female,Single,5,Bachelor,Self-employed,Medium,Urban,FL,UK,Far,3,9212.995548,Deposit,Frequent,Low,Branch,Medium,Yes,22861.7991,8267.28779,17433.52226,6455.603268,Mortgage,Average,Conservative,821,Negative,Retirement Planning,Medium,Conservative,Cooking,1,0,No,0.413032353,0.496830359,1.446089906,Moderate,Occasional,High,None,Buying a House,Neutral,Mail,No,Low Risk,Warning
2296,38,Male,Divorced,3,College,Student,High,Urban,FL,Canada,Close,28,1413.466891,Transfer,Rare,Low,Website,High,No,11289.46259,1266.6571,25355.53169,17810.84416,Personal Loan,Poor,Moderate,659,Positive,Retirement Planning,Low,Moderate,Sports,1,7,No,0.237833101,0.33197253,2.509621921,Low,Rare,Medium,Birth of a Child,Starting a Business,Positive,Mail,Yes,Medium Risk,Warning
2297,48,Female,Single,4,High School,Self-employed,High,Rural,FL,Australia,Far,3,8362.100046,Transfer,Frequent,Medium,Mobile App,High,Yes,9074.26628,2906.187332,31191.85583,14641.35872,Car Loan,Poor,Moderate,410,Neutral,Wealth Accumulation,Medium,Spender,Travel,4,7,Yes,0.320899008,2.372363016,1.76327976,Moderate,Occasional,Medium,Retirement,None,Negative,SMS,No,Medium Risk,Stable
2298,44,Male,Widowed,2,High School,Student,Low,Suburban,CA,UK,Close,27,751.2593909,Purchase,Rare,Low,Branch,Low,Yes,7274.545293,2330.955527,582.479551,7296.104992,Mortgage,Good,Conservative,774,Positive,Wealth Accumulation,Low,Moderate,Cooking,2,3,Yes,0.858925603,3.286937499,4.801439642,Moderate,Rare,Medium,Birth of a Child,Buying a House,Positive,Phone,Yes,Medium Risk,High Risk
2299,52,Male,Single,2,Master,Unemployed,Low,Suburban,NY,Canada,Close,17,2480.855661,Transfer,Rare,Low,Mobile App,Medium,Yes,21132.44826,6913.524247,74350.58814,8733.180684,Personal Loan,Poor,Aggressive,753,Neutral,Wealth Accumulation,High,Moderate,Sports,4,5,No,0.714294925,2.940520864,1.006256665,Moderate,Rare,High,Retirement,None,Positive,Mail,Yes,Medium Risk,High Risk
2300,68,Female,Divorced,2,Bachelor,Employed,Low,Urban,IL,USA,Moderate,7,308.0216916,Deposit,Frequent,Low,Branch,High,No,30272.95102,1436.510939,66947.52363,11119.37804,Car Loan,Poor,Aggressive,545,Neutral,Retirement Planning,Low,Spender,Sports,1,2,No,0.787630484,0.116623278,2.990431741,Moderate,Frequent,High,Retirement,Buying a House,Neutral,Phone,No,High Risk,Stable
2301,51,Male,Widowed,5,Bachelor,Self-employed,Low,Urban,NY,USA,Far,11,731.9010044,Purchase,Frequent,Low,Mobile App,Medium,Yes,20628.91222,6151.82547,56764.50212,15769.06519,Personal Loan,Good,Conservative,793,Positive,Retirement Planning,Low,Conservative,Travel,2,8,No,0.981834997,3.677981659,2.328055937,Low,Rare,Medium,Marriage,Buying a House,Neutral,Email,No,High Risk,Warning
2302,68,Male,Widowed,5,College,Student,Medium,Urban,TX,Canada,Far,4,420.9598301,Transfer,Occasional,Medium,Mobile App,Low,Yes,45971.42366,1793.619286,93224.64444,6391.443632,None,Good,Aggressive,478,Positive,Education Funding,Medium,Conservative,Sports,2,0,Yes,0.26378646,0.826082707,1.812601503,Low,Frequent,Medium,None,Starting a Business,Negative,Email,No,Medium Risk,Warning
2303,54,Male,Widowed,5,PhD,Self-employed,Medium,Rural,CA,Australia,Close,16,1545.477813,Deposit,Occasional,Medium,Website,Low,Yes,32630.31807,10613.08753,86074.79478,11370.12629,Car Loan,Good,Conservative,444,Negative,Retirement Planning,High,Conservative,Music,2,3,No,0.370297032,0.292691442,2.835896618,Low,Occasional,High,Marriage,Buying a House,Neutral,Email,No,High Risk,High Risk
2304,63,Male,Married,3,PhD,Employed,High,Urban,TX,USA,Far,7,8777.627945,Deposit,Frequent,High,Mobile App,Medium,Yes,19467.28857,18397.13659,95432.15489,8807.3691,Car Loan,Poor,Moderate,442,Positive,Education Funding,Low,Conservative,Reading,3,7,Yes,0.475604463,3.378246854,4.140986012,Active,Occasional,Medium,Marriage,Starting a Business,Neutral,Phone,No,Low Risk,Warning
2305,57,Male,Divorced,3,Master,Employed,Medium,Rural,FL,UK,Close,16,2909.883215,Purchase,Rare,Low,Mobile App,Low,No,18650.88096,13302.33976,79587.3457,1896.172361,Personal Loan,Good,Moderate,416,Negative,Retirement Planning,High,Moderate,Music,1,4,Yes,0.759123516,3.617432023,1.259040092,Moderate,Occasional,High,None,None,Neutral,SMS,Yes,High Risk,Stable
2306,45,Female,Divorced,3,PhD,Unemployed,High,Urban,FL,Australia,Moderate,18,4849.181911,Deposit,Rare,High,Branch,Medium,Yes,14383.17582,1675.40683,48708.91077,16387.46832,None,Average,Moderate,520,Positive,Wealth Accumulation,High,Moderate,Cooking,1,5,No,0.99682375,2.564025096,2.730552174,Low,Frequent,Low,Birth of a Child,None,Positive,Phone,Yes,Low Risk,Stable
2307,30,Male,Widowed,3,College,Student,Low,Urban,IL,UK,Close,21,4922.452045,Withdrawal,Occasional,Medium,Branch,Low,Yes,16656.07481,1040.773103,43728.3369,3144.281566,Car Loan,Good,Aggressive,424,Positive,Wealth Accumulation,Low,Moderate,Reading,2,5,No,0.823103341,1.375360989,0.379395011,Active,Occasional,Medium,Retirement,None,Neutral,Phone,Yes,Medium Risk,High Risk
2308,54,Male,Single,1,Master,Student,High,Urban,NY,UK,Far,12,9953.103042,Transfer,Frequent,Low,Website,High,No,18226.9523,15678.03906,94636.00787,11483.40903,None,Poor,Moderate,415,Positive,Retirement Planning,High,Spender,Cooking,3,2,Yes,0.15589463,3.130880271,2.995924381,Active,Frequent,Low,Marriage,Buying a House,Neutral,Phone,Yes,High Risk,High Risk
2309,27,Female,Widowed,3,Bachelor,Unemployed,High,Suburban,TX,Canada,Close,23,3710.261816,Withdrawal,Occasional,Low,Branch,High,Yes,14235.96876,1488.286555,67717.21396,11829.20144,Personal Loan,Average,Aggressive,718,Negative,Education Funding,High,Moderate,Travel,1,3,No,0.488206566,1.036910853,1.831652067,Active,Occasional,High,Marriage,None,Negative,Mail,Yes,Low Risk,Warning
2310,65,Female,Married,3,PhD,Unemployed,Medium,Urban,FL,UK,Far,28,2724.48335,Deposit,Occasional,Medium,Branch,Medium,Yes,5066.663663,18481.90898,24834.15349,4037.739642,Personal Loan,Good,Moderate,847,Negative,Education Funding,Medium,Conservative,Cooking,4,0,Yes,0.044867134,4.409763787,3.828666436,Low,Occasional,Medium,Marriage,Starting a Business,Positive,Phone,Yes,High Risk,Warning
2311,33,Female,Widowed,3,College,Student,High,Urban,IL,USA,Moderate,28,9636.122528,Transfer,Frequent,Medium,Branch,High,Yes,24244.57125,4348.325147,76575.30423,15313.69187,None,Poor,Moderate,506,Neutral,Education Funding,Low,Moderate,Cooking,3,2,Yes,0.53491645,4.426701159,4.451483876,Low,Frequent,Low,Birth of a Child,Starting a Business,Negative,Phone,No,Low Risk,Stable
2312,29,Male,Divorced,2,College,Student,Low,Urban,IL,Australia,Moderate,9,5966.003906,Transfer,Rare,Medium,Branch,Medium,Yes,22595.32664,9744.006444,98651.79438,2448.942407,Car Loan,Average,Conservative,593,Negative,Wealth Accumulation,Low,Spender,Cooking,4,4,Yes,0.684776808,2.522758554,2.896706839,Moderate,Frequent,Medium,None,None,Negative,SMS,No,Medium Risk,Stable
2313,21,Male,Widowed,2,Bachelor,Self-employed,Low,Urban,TX,UK,Close,10,2965.866245,Withdrawal,Occasional,High,Branch,Low,Yes,36286.09342,9052.40765,37378.24662,2204.783047,Personal Loan,Good,Conservative,813,Negative,Retirement Planning,Low,Moderate,Sports,1,6,No,0.237351831,3.626920379,2.394839602,Moderate,Occasional,Medium,Birth of a Child,Buying a House,Positive,Mail,No,High Risk,Warning
2314,65,Male,Single,2,College,Student,Low,Rural,NY,Canada,Moderate,4,2946.110773,Withdrawal,Frequent,Medium,Website,Medium,Yes,45788.23404,15988.74004,93777.26385,2264.369851,None,Poor,Aggressive,698,Positive,Wealth Accumulation,Low,Moderate,Cooking,1,1,Yes,0.590111219,0.333350545,1.804106719,Moderate,Rare,Low,Retirement,Starting a Business,Negative,Email,No,Medium Risk,High Risk
